USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
723546,13969,PONCA CITY MUNI,US,OK,KPNC,36.737,-97.102,304.2,19460801,20100731
723550,13945,HENRY POST AAF AIRPORT,US,OK,KFSI,34.65,-98.4,362.4,19390901,20201030
723550,99999,FORT SILL,US,OK,KFSI,34.6,-98.4,360,20000104,20041231
723555,93940,ARDMORE MUNICIPAL AIRPORT,US,OK,KADM,34.3,-97.017,221,20060101,20201030
723555,99999,ARDMORE MUNICIPAL,US,OK,KADM,34.3,-97.017,232,19430301,20051231
723556,93953,DAVIS FIELD AIRPORT,US,OK,KMKO,35.657,-95.361,185.9,20060101,20201030
723556,99999,MUSKOGEE/DAVIS FLD,US,OK,KMKO,35.65,-95.367,186,19370911,20051231
723560,13968,TULSA INTERNATIONAL AIRPORT,US,OK,KTUL,36.199,-95.887,198.1,19470101,20201030
723564,53908,RICHARD LLOYD JONES JR APT,US,OK,KRVS,36.039,-95.984,194.5,20060101,20201030
723564,99999,RICHARD LLOYD JONES,US,OK,KRVS,36.033,-95.983,194,19801015,20051231
723565,3959,BARTLESVILLE MUNICIPAL AIRPORT,US,OK,KBVO,36.768,-96.026,217.9,20060101,20201030
723565,99999,BARTLESVILLE MUNI,US,OK,KBVO,36.767,-96.017,217,19730101,20051231
723566,93950,MC ALESTER REGIONAL ARPT,US,OK,KMLC,34.882,-95.783,234.7,19530701,20201030
723567,99999,TULSA WSO/(INOLA),US,OK,,36.18,-95.56,223.7,19770506,19770728
723570,3948,UNIVERSITY OF OKLAHOMA WESTHEIMER AIRPORT,US,OK,KOUN,35.25,-97.467,360.3,20060101,20201031
723570,99999,NORMAN/MAX WESTHEIM,US,OK,KOUN,35.233,-97.45,345,20000210,20051231
723575,3950,LAWTON-FORT SILL RGNL ARPT,US,OK,KLAW,34.558,-98.417,325.8,20050101,20201030
723575,99999,LAWTON MUNICIPAL,US,OK,KLAW,34.567,-98.417,338,19850130,20041231
723759,53990,MC CURTAIN COUNTY REGIONAL AIRPORT,US,OK,K4O4,33.909,-94.859,143.9,20060101,20201031
723759,99999,MC CURTAIN CO RGNL,US,OK,K4O4,33.909,-94.859,144,20050722,20051231
724530,13969,PONCA CITY REGIONAL ARPT,US,OK,KPNC,36.737,-97.102,304.8,20050101,20201030
742513,53937,EAKER FIELD AIRPORT,US,OK,KDUA,33.942,-96.394,212.8,20060101,20201030
742513,99999,EAKER FLD,US,OK,KDUA,33.942,-96.395,213,20020430,20051231
746410,13975,GAGE AIRPORT,US,OK,KGAG,36.297,-99.769,667.8,20100709,20201030
746410,99999,GAGE,US,OK,KGAG,36.283,-99.767,669,19431201,20100708
749093,99999,FREDERICK OKLAHOMA AAF,US,OK,FDR,34.366,-99,377,19430423,19451031
749487,99999,SHAWNEE OKLAHOMA NAS,US,OK,,-35.35,-96.949,329,19450301,19450601
999999,3055,GOODWELL 2 E,US,OK,,36.599,-101.595,995.5,20040227,20201030
999999,3948,UNIVERSITY OF OKLAHOMA WESTHEIMER AIRPORT,US,OK,,35.25,-97.467,360.3,20020902,20051231
999999,13902,ALTUS AAF,US,OK,KLTS,34.65,-99.267,421.2,19710101,19710101
999999,13919,OKLAHOMA CITY TINKER AAF,US,OK,KTIK,35.417,-97.383,393.5,19710101,19710101
999999,13945,FORT SILL POST FIELD AF,US,OK,KFSI,34.65,-98.4,362.1,19710101,19710101
999999,13965,ARDMORE INTERMEDIATE FLD,US,OK,,34.3,-97.15,264,19480701,19550101
999999,13967,OKLAHOMA CITY WILL ROGERS FIE,US,OK,KOKC,35.389,-97.601,397.5,19650101,19721231
999999,13999,CLINTON NAS,US,OK,KCLK,35.538,-98.933,492.3,19450201,19460515
999999,53926,STILLWATER 2 W,US,OK,,36.118,-97.091,271.3,20020312,20201030
999999,53927,STILLWATER 5 WNW,US,OK,,36.135,-97.108,270.7,20020312,20201027
999999,93902,DURANT,US,OK,KDUA,33.95,-96.4,213,19450201,19450831
999999,93908,NORMAN NAS,US,OK,,35.233,-97.417,359.1,19460101,19460220
999999,93986,HOBART MUNICIPAL AP,US,OK,KHBR,34.989,-99.053,478.5,19480807,19550101
A00004,53929,ARDMORE DOWNTOWN EXEC ARPT,US,OK,K1F0,34.147,-97.123,257.3,20060101,20201029
710445,99999,THUNDER BAY,CA,ON,CZTB,48.367,-89.333,198,20040831,20041231
717500,54802,PUKASKWA,CA,ON,CWCJ,48.583,-86.3,208,20050101,20201029
718425,99999,DRYDEN RGNL,CA,ON,CYHD,49.833,-92.733,413,19820101,20081231
999999,64757,CRN ON EGBERT 1 W,CA,ON,050E,44.233,-79.781,246,20040715,20201030
690330,99999,HOOD CANAL BRIDGE,US,OR,K4S2,45.667,-121.533,192,19910307,20080106
720202,118,TILLAMOOK AIRPORT,US,OR,KTMK,45.417,-123.817,11.3,20050103,20201030
720202,99999,TILLAMOOK AWS,US,OR,KTMK,45.417,-123.817,11,20040429,20180514
720365,24267,BROOKINGS AIRPORT,US,OR,KBOK,42.074,-124.29,139.9,20050802,20201029
720365,99999,BROOKINGS AIRPORT,US,OR,KBOK,42.074,-124.29,140,20050729,20180520
720638,224,BEND MUNICIPAL AIRPORT,US,OR,KBDN,44.095,-121.2,1055.2,20090524,20201030
720638,99999,BEND MUNI AIRPORT,US,OR,KBDN,44.095,-121.2,1054.6,20180101,20180515
720753,99999,KEN JERNSTEDT,US,OR,,45.672,-121.536,192.3,20060112,20070516
720837,99999,JOSEPH STATE,US,OR,KJSY,45.36,-117.254,1256.1,20200805,20201029
725891,99999,LAKEVIEW,US,OR,,42.183,-120.35,1455,19760305,19770227
725895,94236,KLAMATH FALLS AIRPORT,US,OR,KLMT,42.147,-121.724,1244.8,19590901,20201030
725895,99999,KLAMATH FALLS,US,OR,KLMT,42.15,-121.733,1248,20000101,20031231
725896,99999,LAKEVIEW,US,OR,,42.22,-120.35,1455,19770301,19971001
725970,24225,ROGUE VALLEY INTL-MEDFORD AIRPORT,US,OR,KMFR,42.375,-122.877,400.2,19730101,20201030
725975,24235,SEXTON SUMMIT,US,OR,KSXT,42.6,-123.364,1168,19730101,20201030
725976,94285,LAKE COUNTY AIRPORT,US,OR,KLKV,42.167,-120.4,1441.1,20060101,20201030
725976,99999,LAKE CO,US,OR,KLKV,42.167,-120.4,1443,19910829,20051231
725985,24267,BROOKINGS,US,OR,KBOK,42.074,-124.29,139.9,19770225,20201030
725985,99999,BROOKINGS,US,OR,,42.05,-124.28,24,20000101,20020417
725995,99999,CAPE BLANCO COAST GUARD STATION,US,OR,,42.83,-124.57,57,19750911,19811004
726830,94185,BURNS MUNICIPAL AIRPORT,US,OR,KBNO,43.595,-118.956,1261.9,19730101,20201030
726830,99999,BURNS MUNI (AMOS),US,OR,KBNO,43.583,-118.95,1271,19810101,19901231
726834,99999,CHETCO RIVER COAST GUARD STATION,US,OR,,42.15,-124.27,6,19771108,19910105
726835,24230,ROBERTS FLD,US,OR,KRDM,44.256,-121.139,940,19420101,20100801
726836,4201,SCAPPOOSE INDUS AIRPK ARPT,US,OR,KSPB,45.773,-122.861,16.8,20060101,20201030
726836,99999,SCAPPOOSE INDUSTRIAL,US,OR,KSPB,45.773,-122.867,18,19780711,20051231
726837,24162,ONTARIO MUNICIPAL AIRPORT,US,OR,KONO,44.021,-117.013,668.4,19730101,20201030
726837,99999,ONTARIA MUNI,US,OR,KONO,44.017,-117.017,668,20000101,20031231
726838,94185,BURNS MUNICIPAL ARPT,US,OR,KBNO,43.595,-118.956,1271,19801231,19901231
726839,94196,JOHN DAY STATE ARPT,US,OR,K5J0,44.404,-118.963,1126.8,20060102,20061122
726839,99999,JOHN DAY STATE ARPT,US,OR,,44.4,-118.967,1127,19900517,19950716
726875,94107,ROME STATE AIRPORT,US,OR,KREO,42.591,-117.864,1234.4,19980302,20201030
726875,99999,ROME STATE,US,OR,KREO,42.583,-117.883,1235,20000101,20031231
726876,387,GRANT COUNTY REGIONAL AIRPORT OGILVIE FIELD,US,OR,KGCD,44.4,-118.967,1127.2,20050103,20201030
726876,99999,GRANT RGNL OGILVIE FLD,US,OR,KGCD,44.4,-118.967,1126.8,19990114,20180322
726880,24155,EASTERN OR REGIONAL AT PENDLETON AP,US,OR,KPDT,45.698,-118.855,452.9,19420101,20201030
726881,94273,MC MINNVILLE MUNICIPAL APT,US,OR,KMMV,45.195,-123.134,48.5,20060101,20201030
726881,99999,MC MINNVILLE MUNI,US,OR,KMMV,45.183,-123.133,50,19970201,20051231
726883,4113,HERMISTON MUNICIPAL ARPT,US,OR,KHRI,45.826,-119.261,195.4,20060101,20201030
726883,99999,HERMISTON MUNI,US,OR,KHRI,45.828,-119.259,196,19980514,20051231
726884,24148,LA GRANDE/UNION COUNTY APT,US,OR,KLGD,45.283,-118,826.9,19880506,20201030
726884,99999,LA GRANDE UNION CO,US,OR,KLGD,45.283,-118,828,20000101,20031231
726885,24152,MEACHAM,US,OR,KMEH,45.511,-118.425,1134.8,19730101,20201030
726886,24130,BAKER CITY MUNICIPAL ARPT,US,OR,KBKE,44.843,-117.809,1024.4,19730101,20201030
726887,99999,SUNRIVER,US,OR,KS21,43.876,-121.453,1269.2,19800514,20201029
726901,24231,ROSEBURG,US,OR,KRBG,43.239,-123.355,155.1,19730101,19800430
726904,24231,ROSEBURG REGIONAL AIRPORT,US,OR,KRBG,43.239,-123.355,160,19800514,20201030
726904,99999,ROSEBURG RGNL,US,OR,KRBG,43.233,-123.35,161,20000101,20031231
726915,99999,COOS BAY COAST GUARD STATION,US,OR,,43.35,-124.33,23,19750911,19870805
726916,99999,UMPQUA RIVER COAST GUARD STATION,US,OR,,43.68,-124.17,41,19750813,19910105
726917,24284,NORTH BEND MUNICIPAL ARPT,US,OR,KOTH,43.413,-124.244,5.2,19770101,20201030
726917,99999,NORTH BEND MUNI,US,OR,KOTH,43.417,-124.233,5,20000101,20031231
726920,24230,ROBERTS FIELD AIRPORT,US,OR,KRDM,44.256,-121.139,927.5,20050101,20201030
726930,24221,MAHLON SWEET FIELD AIRPORT,US,OR,KEUG,44.128,-123.221,107.6,19730101,20201030
726940,24232,MCNARY FIELD AIRPORT,US,OR,KSLE,44.905,-123.001,62.5,19730101,20201030
726945,24202,CORVALLIS MUNICIPAL APRT,US,OR,KCVO,44.5,-123.283,76.2,20060101,20201030
726945,99999,CORVALLIS MUNI,US,OR,KCVO,44.483,-123.283,75,19430421,20051231
726950,24285,NEWPORT MUNICIPAL AIRPORT,US,OR,KONP,44.583,-124.05,37.2,20110301,20201030
726950,99999,NEWPORT MUNI,US,OR,KONP,44.58,-124.058,49,19730101,20110228
726951,99999,NEWPORT,US,OR,JNW,44.633,-124.05,48,19760305,19770227
726954,99999,NEWPORT,US,OR,,44.583,-124.067,48,19901022,20011231
726956,99999,YAQUINA BAY COAST GUARD STATION,US,OR,,44.62,-124.05,1,19750916,19910105
726957,99999,PACIFIC CITY STATE,US,OR,,45.2,-123.967,2,19901023,19921118
726958,24285,NEWPORT MUNICIPAL,US,OR,KONP,44.583,-124.05,48.8,19770301,20110301
726958,99999,NEWPORT MUNICIPAL,US,OR,,44.583,-124.05,48,20000101,20031231
726959,94281,AURORA STATE AIRPORT,US,OR,KUAO,45.249,-122.769,59.7,20060101,20201030
726959,99999,AURORA STATE,US,OR,KUAO,45.25,-122.767,61,19801015,20051231
726963,99999,TILLAMOOK,US,OR,S47,45.417,-123.817,11,19920828,19950607
726980,24229,PORTLAND INTERNATIONAL AIRPORT,US,OR,KPDX,45.596,-122.609,5.8,19360501,20201030
726985,24242,PORTLAND-TROUTDALE AIRPORT,US,OR,KTTD,45.551,-122.409,8.8,20060101,20201030
726985,99999,PORTLAND TROUTDALE,US,OR,KTTD,45.55,-122.4,12,19480101,20051231
726986,94261,PORTLAND-HILLSBORO AIRPORT,US,OR,KHIO,45.541,-122.949,62.2,20060101,20201030
726986,99999,PORTLAND/HILLSBORO,US,OR,KHIO,45.533,-122.95,62,19730101,20051231
726987,94204,CASCADE LOCKS STATE AIRPORT,US,OR,KCZK,45.683,-121.883,46,20060101,20131001
726987,99999,CASCADE LOCKS STATE,US,OR,KCZK,45.667,-121.883,46,19730101,20051231
727910,94224,ASTORIA REGIONAL AIRPORT,US,OR,KAST,46.157,-123.883,2.7,19730101,20201030
749184,99999,CITY COUNTY AIRPORT,US,OR,,44.667,-121.167,744,19430501,19440517
994011,99999,ASTORIA,US,OR,,46.208,-123.767,2,20080101,20201029
994026,99999,SOUTH BEACH,US,OR,,44.625,-124.043,2,20080101,20201029
994031,99999,PORT ORFORD,US,OR,,42.74,-124.497,8,20080101,20201029
994032,99999,CHARLESTON,US,OR,,43.345,-124.322,2,20080101,20201029
997706,99999,GARIBALDI TILLAMOOK,US,OR,,45.55,-123.9,3,20080101,20201029
997984,99999,DATA BUOY 46094,US,OR,,44.633,-124.3,3,20080724,20080917
997995,99999,SOUTH SLOUGH RESERVE,US,OR,,43.35,-124.317,13,20080115,20141119
998353,99999,BUOY 46243 / CLATSOP SPIT,US,OR,,46.216,-124.13,3,20180101,20180425
999999,4125,JOHN DAY 35 WNW,US,OR,,44.556,-119.646,684.3,20030330,20201030
999999,4128,RILEY 10 WSW,US,OR,,43.471,-119.692,1396.9,20030703,20201030
999999,4141,COOS BAY 8 SW,US,OR,,43.272,-124.319,3.7,20080819,20201030
999999,4236,CORVALLIS 10 SSW,US,OR,,44.419,-123.326,95.1,20060914,20201030
999999,24130,BAKER MUNICIPAL AP,US,OR,KBKE,44.843,-117.809,1028.1,19480101,19641231
999999,24134,BURNS FEDERAL BLDG,US,OR,4BW,43.583,-119.05,1262.2,19480101,19800215
999999,24148,LA GRANDE MUNI AP,US,OR,KLGD,45.283,-118,828.1,19490101,19531231
999999,24152,MEACHUM EMERGENCY AP,US,OR,KMEH,45.511,-118.425,1135.7,19480101,19721231
999999,24155,PENDLETON MUNICIPAL ARPT,US,OR,KPDT,45.698,-118.855,461.5,19380101,19721231
999999,24162,ONTARIO AIRPORT,US,OR,KONO,44.021,-117.013,668.4,19480101,19550101
999999,24221,EUGENE MAHLON SWEET ARPT,US,OR,KEUG,44.128,-123.221,113.7,19480101,19721231
999999,24224,KLAMATH FALLS KINGSLEY FIELD,US,OR,,42.167,-121.733,1244.8,19480101,19590901
999999,24225,MEDFORD JACKSON COUNTY ARPT,US,OR,KMFR,42.381,-122.872,405.1,19480101,19721231
999999,24229,PORTLAND,US,OR,KPDX,45.596,-122.609,32.6,19650101,19721231
999999,24230,REDMOND ROBERTS FIELD,US,OR,KRDM,44.256,-121.139,940,19480101,19721231
999999,24231,ROSEBURG MUNICIPAL AP,US,OR,KRBG,43.239,-123.355,155.1,19480101,19650101
999999,24232,SALEM MCNARY FIELD,US,OR,KSLE,44.905,-123.001,61.3,19480101,19721231
999999,24235,SEXTON SUMMIT,US,OR,KSXT,42.6,-123.364,1170.7,19480101,19721231
999999,24236,SISKIYOU SUMMIT,US,OR,,42.083,-122.567,1367,19480101,19480919
999999,24246,ASTORIA NAS,US,OR,,46.167,-123.883,4,19450401,19460520
999999,24248,CORVALLIS NAAS,US,OR,,44.5,-123.283,75,19450622,19450915
999999,24249,KLAMATH FALLS NAS,US,OR,,42.133,-121.75,1247.9,19450401,19451001
999999,24250,LAKEVIEW NSA,US,OR,,42.15,-120.4,1444.1,19450401,19451001
999999,24251,NORTH BEND NAAF,US,OR,,43.417,-124.233,15.8,19450501,19450915
999999,24254,TILLAMOOK NAS,US,OR,,45.417,-123.8,11.9,19460101,19480430
999999,24284,NORTH BEND MUNI AIRPORT,US,OR,KOTH,43.413,-124.244,5.2,19490501,19761231
999999,24285,NEWPORT MUNICIPAL AP,US,OR,KONP,44.583,-124.05,48.8,19490801,19501115
999999,94107,ROME STATE AIRPORT,US,OR,KREO,42.591,-117.864,1234.4,19491003,19501115
999999,94196,GRNT CO RGNL/OGLVIE FD APT,US,OR,,44.404,-118.963,1124.7,20020902,20051231
999999,94224,ASTORIA CLATSOP COUNTY ARPT,US,OR,KAST,46.157,-123.883,6.7,19490401,19721231
999999,94236,KLAMATH FALLS KINGSLEY FLD AF,US,OR,KLMT,42.147,-121.724,1247.2,19710101,19710101
720304,64752,WINGS FIELD AIRPORT,US,PA,KLOM,40.1,-75.267,92.1,20050101,20201031
720304,99999,WINGS FLD,US,PA,KLOM,40.133,-75.267,92,20040525,20041231
720324,64753,QUAKERTOWN AIRPORT,US,PA,KUKT,40.435,-75.382,160.3,20060101,20201031
720324,99999,QUAKERTOWN,US,PA,KUKT,40.433,-75.383,160,20040525,20051231
720378,122,NEW CASTLE MUNICIPAL AIRPORT,US,PA,KUCP,41.033,-80.417,327.1,20060501,20201030
720378,99999,NEW CASTLE MUNI,US,PA,KUCP,41.025,-80.413,326.7,20080101,20180501
720408,136,CHESTER COUNTY GO CARLSON AIRPORT,US,PA,KMQS,39.983,-75.867,201.2,20071203,20201031
720408,99999,COATESVILLE/CARLSON AIRPORT,US,PA,KMQS,39.983,-75.867,201,20080101,20180514
722826,93762,SITE R,US,PA,KRYT,39.733,-77.433,274.9,20060501,20171114
722826,99999,SITE R,US,PA,KRYT,39.733,-77.433,274.9,20041027,20041124
723990,14711,HARRISBURG INTERNATIONAL AIRPORT,US,PA,KMDT,40.196,-76.772,95.1,20050101,20201031
724080,13739,PHILADELPHIA INTERNATIONAL AIRPORT,US,PA,KPHL,39.873,-75.227,3.1,19730101,20201031
724085,94732,NE PHILADELPHIA AIRPORT,US,PA,KPNE,40.079,-75.013,32,19730101,20201031
724085,99999,NORTHEAST PHILADELPH,US,PA,KPNE,40.082,-75.011,37,20000101,20031231
724086,14793,WILLOW GROVE NAS,US,PA,KNXX,40.2,-75.15,110,19730101,20110412
725101,14712,READING SPAATZ FIELD,US,PA,KRDG,40.367,-75.967,107.6,19430608,19900219
725103,14712,RDNG RGNL/C A SPAATZ FD AP,US,PA,KRDG,40.373,-75.959,104.9,19900314,20201031
725103,99999,READING RGNL CARL A,US,PA,KRDG,40.367,-75.967,105,20000101,20031231
725104,4843,PORT MEADVILLE AIRPORT,US,PA,KGKJ,41.626,-80.215,426.7,20060101,20201030
725104,99999,PORT MEADVILLE,US,PA,KGKJ,41.633,-80.217,427,19990114,20051231
725105,14770,PENN VALLEY AIRPORT,US,PA,KSEG,40.821,-76.864,135.3,19970902,20201031
725105,99999,PENN VALLEY,US,PA,KSEG,40.817,-76.867,137,20000101,20031231
725109,54782,POTTSTOWN LIMERICK AIRPORT,US,PA,KPTW,40.238,-75.555,87.8,20060101,20201031
725109,99999,POTTSTOWN LIMERICK,US,PA,KPTW,40.233,-75.55,94,20010811,20051231
725110,14751,HARRISBURG CAPITAL CITY ARPT,US,PA,KCXY,40.217,-76.851,105.8,19730101,19850531
725111,14751,HARRISBURG CAPITAL CITY ARPT,US,PA,KCXY,40.217,-76.851,105.8,19480101,19900228
725111,99999,HARRISBURG CAPITAL CITY ARPT,US,PA,,40.217,-76.85,107,19740101,19841231
725113,54786,DOYLESTOWN AIRPORT,US,PA,KDYL,40.33,-75.123,120.1,20060101,20201031
725113,99999,DOYLESTOWN,US,PA,KDYL,40.333,-75.122,120,19990831,20051231
725114,93778,YORK AIRPORT,US,PA,KTHV,39.918,-76.874,148.1,20060101,20201031
725114,99999,YORK,US,PA,KTHV,39.917,-76.867,146,19980514,20051231
725115,14711,HARRISBURG INTL,US,PA,KMDT,40.196,-76.772,95.1,19350201,20100731
725116,54737,LANCASTER AIRPORT,US,PA,KLNS,40.12,-76.294,122.8,20060101,20201031
725116,99999,LANCASTER,US,PA,KLNS,40.117,-76.283,123,19730701,20051231
725117,4827,WASHINGTON COUNTY AIRPORT,US,PA,KAFJ,40.133,-80.283,361.2,20060101,20201031
725117,99999,WASHINGTON CO,US,PA,KAFJ,40.133,-80.283,361,19890309,20051231
725118,14751,CAPITAL CITY AIRPORT,US,PA,KCXY,40.217,-76.851,103.6,19900301,20201031
725118,99999,HARRISBURG/CAPITAL,US,PA,KCXY,40.217,-76.85,106,20000101,20031231
725119,54792,CLEARFIELD-LAWRENCE ARPT,US,PA,KFIG,41.047,-78.412,462.1,20060101,20201031
725119,99999,CLEARFIELD LAWRENCE,US,PA,KFIG,41.049,-78.413,462,20010811,20051231
725120,14761,PHILIPSBURG AIRPORT,US,PA,KPSB,40.9,-78.083,593.8,19730101,19850531
725120,99999,PHILIPSBURG AIRPORT,US,PA,,40.867,-78.067,594,20040906,20051031
725124,64705,BTLR CO/K W SCHOLTER FD AP,US,PA,KBTP,40.777,-79.95,380.1,20060101,20201031
725124,99999,BUTLER CO SCHOLTER F,US,PA,KBTP,40.777,-79.95,380,19920226,20051231
725125,4787,DU BOIS-JEFFERSON CO ARPT,US,PA,KDUJ,41.179,-78.893,550.2,19730101,20201031
725125,99999,DU BOIS JEFFERSON C,US,PA,KDUJ,41.167,-78.9,554,20000101,20031231
725126,14736,ALTOONA-BLAIR COUNTY ARPT,US,PA,KAOO,40.296,-78.32,451.1,19730101,20201031
725127,4726,J MURTHA JTWN-CMBRA CO APT,US,PA,KJST,40.316,-78.834,696.2,19730101,20201031
725127,99999,JOHN MURTHA JOHNSTO,US,PA,KJST,40.317,-78.833,696,20000101,20031231
725128,54739,UNIVERSITY PARK AIRPORT,US,PA,KUNV,40.85,-77.85,377.7,20050101,20201031
725128,99999,UNIVERSITY PARK,US,PA,KUNV,40.85,-77.85,378,19800625,20041231
725130,14777,WILKES-BARRE/SCRANTON INTL AIRPORT,US,PA,KAVP,41.334,-75.727,283.5,19730101,20201031
725135,14754,TOBYHANNA,US,PA,7TB,41.183,-75.417,594.4,19730101,19841001
725140,14778,WILLIAMSPORT REGIONAL AIRPORT,US,PA,KIPT,41.243,-76.922,158.5,19730101,20201031
725144,54723,MUIR ARMY AIRFIELD (FORT INDIANTOWN GAP),US,PA,KMUI,40.433,-76.567,148.7,20060103,20201031
725144,99999,MUIR AAF,US,PA,KMUI,40.433,-76.567,149,19780828,20051230
725170,14737,LEHIGH VALLEY INTERNATIONAL AIRPORT,US,PA,KABE,40.65,-75.448,118.9,19730101,20201031
725171,99999,ALLENTOWN QUEEN CITY MUNI,US,PA,KJVU,40.567,-75.483,122,20080825,20130430
725175,64706,INDIANA COUNTY/JIMMY STEWART FIELD/AIRPORT,US,PA,KIDI,40.633,-79.1,428.2,20060101,20201031
725175,99999,INDIANA CO,US,PA,KIDI,40.633,-79.106,428,19990103,20051231
725200,94823,PITTSBURGH INTERNATIONAL AIRPORT,US,PA,KPIT,40.485,-80.214,366.7,19450201,20201031
725203,99999,MIFFLIN CO,US,PA,KRVL,40.677,-77.627,249.6,20180719,20201029
725204,4813,BEAVER COUNTY AIRPORT,US,PA,KBVI,40.767,-80.4,381.6,20060102,20201031
725204,99999,BEAVER CO,US,PA,KBVI,40.767,-80.383,382,19840331,20051231
725205,14762,ALLEGHENY COUNTY AIRPORT,US,PA,KAGC,40.355,-79.922,380.4,19730101,20201031
725205,99999,ALLEGHENY CO,US,PA,KAGC,40.35,-79.917,382,20000101,20031231
725206,99999,PITTSBURGH WSFO,US,PA,,40.53,-80.22,381.3,19730101,19780127
725207,54735,ARNOLD PALMER REGIONAL APT,US,PA,KLBE,40.283,-79.4,365.5,20060101,20201031
725207,99999,ARNOLD PALMER RGNL,US,PA,KLBE,40.267,-79.4,361,19730102,20051231
725218,99999,MARION,US,PA,,40.617,-83.067,303,19990114,19990204
725260,14860,ERIE INTL/T. RIDGE FIELD AIRPORT,US,PA,KERI,42.08,-80.182,222.2,19730101,20201031
725264,99999,SAINT MARYS MUNI,US,PA,8G5,41.433,-78.583,0,19850531,19870323
725265,99999,ERIE COAST GUARD STATION,US,PA,,42.12,-80.08,175,19430701,19880308
725266,4751,BRADFORD REGIONAL AIRPORT,US,PA,KBFD,41.798,-78.636,652.9,19730101,20201031
725267,94868,VENANGO REGIONAL AIRPORT,US,PA,KFKL,41.383,-79.867,469.4,19730101,20201030
725267,99999,VENANGO RGNL,US,PA,KFKL,41.378,-79.86,469,20000101,20031231
725434,54789,POCONO MTNS MUNI AIRPORT,US,PA,KMPO,41.139,-75.379,584,20060101,20201031
725434,99999,POCONO MOUNTAINS MUN,US,PA,KMPO,41.133,-75.383,584,20010811,20051231
749067,99999,CONNELLSVILLE,US,PA,,39.95,-79.65,383,19411020,19460131
997286,99999,PHILADELPHIA,US,PA,,39.93,-75,20,20080101,20201029
997698,99999,NEWBOLD,US,PA,,40.8,-74.75,18,20080101,20201029
998265,99999,MARCUS HOOK,US,PA,,39.817,-75.417,3,20100101,20201029
999999,3761,AVONDALE 2 N,US,PA,,39.859,-75.786,121.9,20060602,20201030
999999,4726,JOHNSTOWN CAMBRIA COUNTY AP,US,PA,KJST,40.316,-78.834,696.2,19480926,19510701
999999,4751,BRADFORD REGIONAL AP,US,PA,KBFD,41.8,-78.633,655.3,19570701,19721231
999999,13739,PHILADELPHIA INTERNATIONAL AP,US,PA,KPHL,39.868,-75.231,8.5,19410101,19721231
999999,13771,PHILADELPHIA NAAS,US,PA,MUV,39.883,-75.167,6.1,19450201,19610929
999999,14736,ALTOONA BLAIR CO ARPT,US,PA,KAOO,40.296,-78.32,447.8,19490201,19550101
999999,14737,ALLENTOWN BETHLEHEM-EASTON AR,US,PA,KABE,40.651,-75.449,117.3,19480101,19721231
999999,14741,BROOKVILLE FAA AP,US,PA,,41.15,-79.1,427,19490101,19590101
999999,14746,CURWENSVILLE,US,PA,,41.05,-78.583,675.1,19480101,19520416
999999,14751,HARRISBURG STATE ARPT,US,PA,KCXY,40.217,-76.851,105.8,19650101,19721231
999999,14754,TOBYHANNA,US,PA,7TB,41.183,-75.417,594.4,19480101,19481001
999999,14760,PARK PLACE 1 NW WB,US,PA,PKL,40.85,-76.117,591,19480101,19540610
999999,14761,PHILIPSBURG MID-STATE ARPT,US,PA,KPSB,40.9,-78.083,593.8,19480101,20041231
999999,14762,PITTSBURGH ALLEGHENY CO AP,US,PA,KAGC,40.355,-79.922,388,19450101,19520915
999999,14770,SELINSGROVE PENN VALLEY AP,US,PA,KSEG,40.821,-76.864,137.2,19490201,19550101
999999,14777,WILKES-BARRE SCRANTON AP,US,PA,KAVP,41.334,-75.727,293.2,19490101,19721231
999999,14778,WILLIAMSPORT-LYCOMING COUNTY,US,PA,KIPT,41.243,-76.922,160,19480701,19721231
999999,14793,WILLOW GROVE NAS,US,PA,KNXX,40.2,-75.15,110.3,19450201,19721201
999999,14812,MERCER WB AP,US,PA,,41.283,-80.2,394.1,19480101,19480915
999999,14860,ERIE INTERNATIONAL AP,US,PA,KERI,42.08,-80.183,224.6,19480101,19721231
999999,94732,PHILADELPHIA NE PHILADELPHIA,US,PA,KPNE,40.082,-75.011,36.3,19490101,19590101
999999,94868,FRANKLIN,US,PA,KFKL,41.383,-79.867,469.1,19680101,19721231
912450,41606,WAKE ISLAND AIRFLD,WQ,PC,PWAK,19.283,166.65,3.7,19451231,20100731
914080,40309,BABELTHUAP/KOROR AIR,PS,PC,PTKR,7.333,134.483,33.2,19470630,20091231
999999,40309,KOROR WSO,PS,PC,PTKR,7.333,134.483,33.2,19520101,19721231
999999,40604,KWAJALEIN MISSLE RAN,RM,PC,PKWA,8.733,167.733,7.9,19530101,19721231
999999,41606,WAKE ISLAND,WQ,PC,PWAK,19.283,166.65,3.7,19491031,19721231
999999,61705,PAGO PAGO WSO AP,AQ,PC,NSTU,-14.331,-170.714,3,19660401,19721231
999999,70701,DIEGO GARCIA NAF,IO,PC,FJDG,-7.3,72.4,2.7,19710719,19721231
785140,11603,RAFAEL HERNANDEZ AIRPORT,US,PR,TJBQ,18.498,-67.129,66.5,20060101,20201030
785145,11653,EUGENIO MARIA DE HOSTOS AIRPORT,US,PR,TJMZ,18.254,-67.149,11.6,20050101,20170810
